"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
26.520,0.31,0.08,-0.30,26.520,0.29,0.12,0.19,26.520,0.29,-0.10,0.16,26.520,0.32,0.01,-0.55,26.520,0.29,0.12,0.15,26.520,0.29,-0.11,0.05,26.520,0.31,-0.10,-0.33,26.520,0.32,-0.03,-0.51,26.520,0.27,0.02,0.50,26.520,0.31,0.10,-0.30,26.520,0.31,0.06,-0.31,26.520,0.27,0.03,0.48,26.520,0.32,-0.03,-0.45,26.520,0.32,-0.03,-0.53,26.520,0.28,-0.07,0.38,26.520,0.30,-0.11,0.02,26.520,0.33,0.02,-0.55,26.520,0.28,-0.08,0.26,26.520,0.32,0.08,-0.38,26.520,0.33,-1.94E-4,-0.55
26.560,0.32,0.06,-0.36,26.560,0.29,0.12,0.09,26.560,0.29,-0.09,0.23,26.560,0.33,-0.01,-0.55,26.560,0.29,0.12,0.05,26.560,0.29,-0.10,0.13,26.560,0.31,-0.11,-0.25,26.560,0.32,-0.05,-0.47,26.560,0.27,0.04,0.47,26.560,0.32,0.09,-0.37,26.560,0.31,0.05,-0.35,26.560,0.27,0.04,0.45,26.560,0.32,-0.05,-0.42,26.560,0.32,-0.05,-0.50,26.560,0.28,-0.06,0.43,26.560,0.29,-0.11,0.10,26.560,0.33,5.23E-4,-0.56,26.560,0.28,-0.07,0.32,26.560,0.32,0.07,-0.44,26.560,0.32,-0.02,-0.54
26.600,0.32,0.05,-0.41,26.600,0.30,0.12,0.01,26.600,0.28,-0.08,0.29,26.600,0.32,-0.03,-0.54,26.600,0.30,0.12,-0.04,26.600,0.29,-0.10,0.21,26.600,0.30,-0.12,-0.15,26.600,0.32,-0.07,-0.42,26.600,0.27,0.06,0.43,26.600,0.32,0.07,-0.43,26.600,0.32,0.03,-0.38,26.600,0.28,0.06,0.40,26.600,0.32,-0.07,-0.37,26.600,0.32,-0.07,-0.45,26.600,0.27,-0.04,0.46,26.600,0.29,-0.10,0.18,26.600,0.33,-0.02,-0.55,26.600,0.28,-0.06,0.37,26.600,0.32,0.05,-0.49,26.600,0.32,-0.04,-0.51
26.640,0.32,0.03,-0.44,26.640,0.30,0.12,-0.09,26.640,0.28,-0.07,0.35,26.640,0.32,-0.05,-0.50,26.640,0.30,0.12,-0.14,26.640,0.28,-0.09,0.28,26.640,0.30,-0.12,-0.05,26.640,0.32,-0.08,-0.37,26.640,0.28,0.08,0.38,26.640,0.32,0.05,-0.47,26.640,0.32,0.02,-0.41,26.640,0.28,0.08,0.34,26.640,0.31,-0.08,-0.32,26.640,0.32,-0.09,-0.38,26.640,0.27,-0.02,0.47,26.640,0.28,-0.09,0.27,26.640,0.32,-0.04,-0.53,26.640,0.28,-0.04,0.41,26.640,0.32,0.03,-0.53,26.640,0.32,-0.06,-0.46
26.680,0.32,0.01,-0.45,26.680,0.31,0.12,-0.19,26.680,0.28,-0.05,0.39,26.680,0.32,-0.07,-0.45,26.680,0.31,0.11,-0.23,26.680,0.28,-0.07,0.35,26.680,0.29,-0.12,0.04,26.680,0.31,-0.10,-0.30,26.680,0.28,0.09,0.32,26.680,0.32,0.03,-0.51,26.680,0.32,0.00,-0.41,26.680,0.28,0.09,0.28,26.680,0.31,-0.09,-0.25,26.680,0.31,-0.10,-0.30,26.680,0.27,-3.70E-4,0.47,26.680,0.28,-0.08,0.35,26.680,0.32,-0.06,-0.48,26.680,0.27,-0.02,0.44,26.680,0.32,0.01,-0.55,26.680,0.32,-0.08,-0.41
26.720,0.32,-0.01,-0.46,26.720,0.31,0.11,-0.29,26.720,0.27,-0.03,0.43,26.720,0.32,-0.09,-0.38,26.720,0.31,0.10,-0.32,26.720,0.28,-0.06,0.40,26.720,0.29,-0.12,0.14,26.720,0.31,-0.11,-0.22,26.720,0.28,0.10,0.24,26.720,0.32,0.01,-0.53,26.720,0.32,-0.02,-0.40,26.720,0.29,0.10,0.21,26.720,0.31,-0.10,-0.17,26.720,0.31,-0.11,-0.21,26.720,0.27,0.02,0.47,26.720,0.28,-0.06,0.40,26.720,0.32,-0.08,-0.42,26.720,0.27,-0.01,0.45,26.720,0.32,-0.02,-0.54,26.720,0.31,-0.10,-0.33
26.760,0.32,-0.02,-0.44,26.760,0.32,0.09,-0.37,26.760,0.27,-0.02,0.46,26.760,0.31,-0.10,-0.31,26.760,0.32,0.08,-0.38,26.760,0.27,-0.04,0.44,26.760,0.29,-0.11,0.23,26.760,0.30,-0.12,-0.12,26.760,0.29,0.11,0.15,26.760,0.32,-0.01,-0.53,26.760,0.32,-0.03,-0.37,26.760,0.29,0.11,0.12,26.760,0.30,-0.11,-0.08,26.760,0.30,-0.12,-0.11,26.760,0.27,0.04,0.45,26.760,0.27,-0.05,0.44,26.760,0.31,-0.10,-0.35,26.760,0.27,0.01,0.44,26.760,0.32,-0.04,-0.51,26.760,0.31,-0.11,-0.25
26.800,0.32,-0.04,-0.40,26.800,0.32,0.08,-0.43,26.800,0.27,0.00,0.47,26.800,0.31,-0.11,-0.23,26.800,0.32,0.07,-0.43,26.800,0.27,-0.02,0.47,26.800,0.28,-0.10,0.32,26.800,0.30,-0.12,-0.01,26.800,0.29,0.11,0.05,26.800,0.32,-0.03,-0.51,26.800,0.31,-0.05,-0.34,26.800,0.30,0.11,0.03,26.800,0.30,-0.11,0.00,26.800,0.30,-0.12,-0.01,26.800,0.28,0.06,0.42,26.800,0.27,-0.03,0.47,26.800,0.31,-0.11,-0.26,26.800,0.27,0.03,0.42,26.800,0.32,-0.06,-0.47,26.800,0.31,-0.12,-0.16
26.840,0.32,-0.06,-0.36,26.840,0.32,0.06,-0.48,26.840,0.27,0.02,0.46,26.840,0.30,-0.12,-0.13,26.840,0.32,0.05,-0.48,26.840,0.27,0.00,0.48,26.840,0.28,-0.09,0.40,26.840,0.29,-0.12,0.08,26.840,0.30,0.11,-0.05,26.840,0.32,-0.05,-0.48,26.840,0.31,-0.06,-0.29,26.840,0.30,0.11,-0.07,26.840,0.29,-0.10,0.08,26.840,0.29,-0.12,0.08,26.840,0.28,0.07,0.36,26.840,0.27,-0.01,0.48,26.840,0.31,-0.12,-0.16,26.840,0.28,0.05,0.39,26.840,0.32,-0.08,-0.41,26.840,0.30,-0.12,-0.07
26.880,0.31,-0.07,-0.32,26.880,0.32,0.04,-0.52,26.880,0.28,0.04,0.43,26.880,0.30,-0.12,-0.03,26.880,0.32,0.03,-0.52,26.880,0.27,0.02,0.47,26.880,0.27,-0.07,0.45,26.880,0.29,-0.11,0.16,26.880,0.30,0.11,-0.14,26.880,0.32,-0.07,-0.43,26.880,0.31,-0.07,-0.24,26.880,0.30,0.10,-0.15,26.880,0.29,-0.10,0.16,26.880,0.29,-0.12,0.18,26.880,0.28,0.08,0.30,26.880,0.27,0.01,0.48,26.880,0.30,-0.12,-0.07,26.880,0.28,0.06,0.35,26.880,0.32,-0.09,-0.35,26.880,0.30,-0.12,0.03
26.920,0.31,-0.08,-0.27,26.920,0.32,0.02,-0.54,26.920,0.28,0.06,0.38,26.920,0.29,-0.12,0.07,26.920,0.32,0.01,-0.54,26.920,0.27,0.04,0.44,26.920,0.27,-0.05,0.50,26.920,0.28,-0.10,0.24,26.920,0.31,0.10,-0.21,26.920,0.32,-0.09,-0.37,26.920,0.31,-0.08,-0.19,26.920,0.31,0.10,-0.22,26.920,0.28,-0.09,0.24,26.920,0.28,-0.11,0.27,26.920,0.28,0.10,0.23,26.920,0.27,0.03,0.46,26.920,0.30,-0.12,0.03,26.920,0.28,0.07,0.30,26.920,0.31,-0.10,-0.28,26.920,0.29,-0.12,0.13
26.960,0.31,-0.09,-0.19,26.960,0.32,-0.01,-0.54,26.960,0.28,0.07,0.33,26.960,0.29,-0.12,0.15,26.960,0.32,-0.01,-0.53,26.960,0.28,0.05,0.40,26.960,0.27,-0.03,0.54,26.960,0.28,-0.09,0.33,26.960,0.31,0.09,-0.28,26.960,0.31,-0.10,-0.29,26.960,0.30,-0.09,-0.12,26.960,0.31,0.09,-0.29,26.960,0.28,-0.08,0.32,26.960,0.28,-0.09,0.35,26.960,0.29,0.10,0.15,26.960,0.27,0.05,0.43,26.960,0.29,-0.12,0.12,26.960,0.28,0.09,0.23,26.960,0.31,-0.11,-0.19,26.960,0.29,-0.11,0.23
27.000,0.30,-0.10,-0.11,27.000,0.32,-0.03,-0.52,27.000,0.28,0.08,0.27,27.000,0.28,-0.11,0.24,27.000,0.32,-0.04,-0.50,27.000,0.28,0.07,0.36,27.000,0.27,-0.01,0.56,27.000,0.28,-0.08,0.40,27.000,0.32,0.08,-0.34,27.000,0.31,-0.11,-0.21,27.000,0.30,-0.09,-0.05,27.000,0.31,0.07,-0.35,27.000,0.28,-0.07,0.38,27.000,0.28,-0.08,0.42,27.000,0.29,0.11,0.06,27.000,0.28,0.06,0.39,27.000,0.29,-0.11,0.22,27.000,0.29,0.09,0.16,27.000,0.30,-0.12,-0.09,27.000,0.28,-0.10,0.30
27.040,0.30,-0.10,-0.03,27.040,0.32,-0.05,-0.49,27.040,0.29,0.09,0.20,27.040,0.28,-0.10,0.33,27.040,0.32,-0.05,-0.46,27.040,0.28,0.08,0.30,27.040,0.27,0.02,0.55,27.040,0.27,-0.06,0.45,27.040,0.32,0.07,-0.41,27.040,0.30,-0.12,-0.12,27.040,0.30,-0.09,0.03,27.040,0.32,0.06,-0.41,27.040,0.28,-0.05,0.42,27.040,0.27,-0.06,0.47,27.040,0.30,0.11,-0.02,27.040,0.28,0.08,0.33,27.040,0.28,-0.10,0.31,27.040,0.29,0.10,0.08,27.040,0.30,-0.12,0.02,27.040,0.28,-0.09,0.38
27.080,0.29,-0.10,0.05,27.080,0.32,-0.07,-0.46,27.080,0.29,0.10,0.12,27.080,0.28,-0.08,0.41,27.080,0.32,-0.07,-0.42,27.080,0.29,0.09,0.23,27.080,0.27,0.04,0.52,27.080,0.27,-0.04,0.49,27.080,0.32,0.05,-0.46,27.080,0.30,-0.12,-0.03,27.080,0.29,-0.09,0.10,27.080,0.32,0.04,-0.45,27.080,0.27,-0.03,0.45,27.080,0.27,-0.04,0.51,27.080,0.30,0.11,-0.11,27.080,0.28,0.09,0.26,27.080,0.28,-0.09,0.39,27.080,0.30,0.10,0.00,27.080,0.29,-0.12,0.10,27.080,0.27,-0.07,0.44
27.120,0.29,-0.10,0.12,27.120,0.32,-0.08,-0.40,27.120,0.29,0.10,0.04,27.120,0.27,-0.07,0.47,27.120,0.32,-0.09,-0.35,27.120,0.29,0.10,0.14,27.120,0.27,0.06,0.47,27.120,0.27,-0.02,0.51,27.120,0.32,0.03,-0.50,27.120,0.29,-0.12,0.07,27.120,0.29,-0.08,0.16,27.120,0.32,0.02,-0.47,27.120,0.27,-0.01,0.46,27.120,0.27,-0.02,0.53,27.120,0.31,0.10,-0.19,27.120,0.29,0.10,0.18,27.120,0.27,-0.07,0.46,27.120,0.30,0.10,-0.08,27.120,0.29,-0.11,0.18,27.120,0.27,-0.05,0.49
27.160,0.29,-0.09,0.20,27.160,0.31,-0.10,-0.32,27.160,0.30,0.10,-0.04,27.160,0.27,-0.05,0.51,27.160,0.31,-0.10,-0.28,27.160,0.29,0.10,0.06,27.160,0.27,0.08,0.42,27.160,0.27,2.92E-4,0.53,27.160,0.32,0.01,-0.50,27.160,0.29,-0.11,0.17,27.160,0.29,-0.07,0.22,27.160,0.32,0.00,-0.47,27.160,0.27,0.00,0.46,27.160,0.27,0.00,0.53,27.160,0.31,0.09,-0.27,27.160,0.29,0.11,0.11,27.160,0.27,-0.05,0.51,27.160,0.30,0.09,-0.15,27.160,0.28,-0.10,0.27,27.160,0.27,-0.03,0.52
27.200,0.28,-0.08,0.27,27.200,0.31,-0.11,-0.23,27.200,0.30,0.10,-0.13,27.200,0.27,-0.02,0.53,27.200,0.31,-0.11,-0.20,27.200,0.30,0.10,-0.02,27.200,0.28,0.09,0.36,27.200,0.27,0.02,0.52,27.200,0.32,-0.01,-0.49,27.200,0.28,-0.10,0.26,27.200,0.28,-0.06,0.28,27.200,0.32,-0.02,-0.47,27.200,0.27,0.02,0.45,27.200,0.27,0.02,0.52,27.200,0.31,0.08,-0.34,27.200,0.30,0.11,0.02,27.200,0.27,-0.03,0.54,27.200,0.31,0.09,-0.22,27.200,0.28,-0.09,0.36,27.200,0.27,-0.01,0.53
27.240,0.28,-0.07,0.34,27.240,0.30,-0.12,-0.14,27.240,0.31,0.09,-0.20,27.240,0.27,0.00,0.54,27.240,0.30,-0.12,-0.11,27.240,0.30,0.10,-0.10,27.240,0.28,0.10,0.28,27.240,0.27,0.04,0.49,27.240,0.32,-0.03,-0.47,27.240,0.28,-0.09,0.33,27.240,0.28,-0.05,0.33,27.240,0.32,-0.04,-0.45,27.240,0.27,0.04,0.43,27.240,0.27,0.04,0.50,27.240,0.32,0.06,-0.39,27.240,0.30,0.11,-0.07,27.240,0.27,-0.01,0.55,27.240,0.31,0.08,-0.28,27.240,0.28,-0.07,0.43,27.240,0.27,0.01,0.53
27.280,0.28,-0.05,0.39,27.280,0.30,-0.12,-0.04,27.280,0.31,0.08,-0.26,27.280,0.27,0.02,0.53,27.280,0.30,-0.12,-0.01,27.280,0.31,0.10,-0.18,27.280,0.29,0.11,0.19,27.280,0.27,0.06,0.44,27.280,0.32,-0.05,-0.44,27.280,0.28,-0.08,0.40,27.280,0.28,-0.04,0.36,27.280,0.32,-0.05,-0.41,27.280,0.28,0.06,0.39,27.280,0.27,0.06,0.46,27.280,0.32,0.05,-0.43,27.280,0.30,0.10,-0.16,27.280,0.27,0.01,0.55,27.280,0.31,0.06,-0.33,27.280,0.27,-0.06,0.48,27.280,0.27,0.03,0.51
27.320,0.28,-0.04,0.42,27.320,0.29,-0.12,0.05,27.320,0.31,0.07,-0.32,27.320,0.27,0.04,0.52,27.320,0.29,-0.12,0.10,27.320,0.31,0.09,-0.26,27.320,0.29,0.12,0.09,27.320,0.28,0.08,0.38,27.320,0.32,-0.07,-0.40,27.320,0.27,-0.06,0.46,27.320,0.28,-0.02,0.39,27.320,0.32,-0.07,-0.36,27.320,0.28,0.07,0.34,27.320,0.28,0.08,0.40,27.320,0.32,0.03,-0.45,27.320,0.31,0.09,-0.24,27.320,0.27,0.04,0.53,27.320,0.32,0.05,-0.38,27.320,0.27,-0.04,0.51,27.320,0.27,0.05,0.48
27.360,0.27,-0.02,0.44,27.360,0.29,-0.12,0.14,27.360,0.32,0.06,-0.37,27.360,0.27,0.06,0.48,27.360,0.29,-0.11,0.19,27.360,0.31,0.08,-0.32,27.360,0.30,0.12,0.00,27.360,0.28,0.09,0.32,27.360,0.31,-0.08,-0.35,27.360,0.27,-0.04,0.50,27.360,0.28,-0.01,0.40,27.360,0.31,-0.08,-0.30,27.360,0.28,0.09,0.27,27.360,0.28,0.10,0.33,27.360,0.32,0.01,-0.47,27.360,0.31,0.08,-0.31,27.360,0.27,0.06,0.48,27.360,0.32,0.03,-0.42,27.360,0.27,-0.02,0.52,27.360,0.28,0.07,0.43
27.400,0.27,0.00,0.44,27.400,0.29,-0.11,0.23,27.400,0.32,0.04,-0.42,27.400,0.28,0.08,0.42,27.400,0.28,-0.10,0.26,27.400,0.32,0.06,-0.37,27.400,0.30,0.12,-0.10,27.400,0.28,0.10,0.25,27.400,0.31,-0.10,-0.27,27.400,0.27,-0.02,0.52,27.400,0.28,0.01,0.39,27.400,0.31,-0.09,-0.23,27.400,0.29,0.10,0.19,27.400,0.28,0.11,0.24,27.400,0.32,-0.01,-0.48,27.400,0.32,0.07,-0.36,27.400,0.27,0.07,0.43,27.400,0.32,0.01,-0.44,27.400,0.27,0.01,0.52,27.400,0.28,0.09,0.35
27.440,0.27,0.02,0.43,27.440,0.28,-0.10,0.31,27.440,0.32,0.02,-0.44,27.440,0.28,0.10,0.34,27.440,0.28,-0.09,0.34,27.440,0.32,0.05,-0.41,27.440,0.31,0.11,-0.19,27.440,0.29,0.11,0.16,27.440,0.31,-0.11,-0.19,27.440,0.27,3.07E-4,0.52,27.440,0.28,0.03,0.37,27.440,0.31,-0.10,-0.15,27.440,0.29,0.10,0.11,27.440,0.29,0.12,0.15,27.440,0.32,-0.03,-0.46,27.440,0.32,0.05,-0.41,27.440,0.28,0.09,0.37,27.440,0.32,0.00,-0.44,27.440,0.27,0.03,0.51,27.440,0.28,0.10,0.27
27.480,0.28,0.03,0.42,27.480,0.28,-0.08,0.39,27.480,0.32,0.00,-0.45,27.480,0.28,0.11,0.26,27.480,0.28,-0.08,0.41,27.480,0.32,0.03,-0.44,27.480,0.31,0.10,-0.28,27.480,0.29,0.12,0.06,27.480,0.30,-0.11,-0.10,27.480,0.27,0.02,0.52,27.480,0.28,0.04,0.34,27.480,0.30,-0.10,-0.07,27.480,0.29,0.10,0.03,27.480,0.29,0.12,0.06,27.480,0.32,-0.05,-0.42,27.480,0.32,0.04,-0.44,27.480,0.28,0.10,0.30,27.480,0.32,-0.02,-0.42,27.480,0.27,0.05,0.49,27.480,0.29,0.11,0.20
27.520,0.28,0.05,0.39,27.520,0.27,-0.07,0.46,27.520,0.32,-0.01,-0.44,27.520,0.29,0.12,0.17,27.520,0.27,-0.06,0.47,27.520,0.32,0.01,-0.45,27.520,0.31,0.09,-0.36,27.520,0.30,0.12,-0.04,27.520,0.30,-0.11,-0.01,27.520,0.27,0.04,0.50,27.520,0.28,0.05,0.31,27.520,0.30,-0.11,0.00,27.520,0.30,0.10,-0.04,27.520,0.30,0.12,-0.04,27.520,0.32,-0.06,-0.37,27.520,0.32,0.02,-0.45,27.520,0.29,0.12,0.21,27.520,0.32,-0.04,-0.40,27.520,0.27,0.07,0.45,27.520,0.29,0.12,0.11
27.560,0.28,0.06,0.35,27.560,0.27,-0.05,0.50,27.560,0.32,-0.03,-0.42,27.560,0.29,0.12,0.09,27.560,0.27,-0.04,0.50,27.560,0.32,-0.01,-0.45,27.560,0.32,0.08,-0.42,27.560,0.30,0.11,-0.13,27.560,0.29,-0.11,0.08,27.560,0.27,0.06,0.46,27.560,0.28,0.06,0.27,27.560,0.29,-0.10,0.08,27.560,0.30,0.10,-0.12,27.560,0.30,0.12,-0.14,27.560,0.31,-0.08,-0.32,27.560,0.32,-2.84E-4,-0.46,27.560,0.29,0.12,0.11,27.560,0.32,-0.05,-0.36,27.560,0.28,0.08,0.38,27.560,0.30,0.12,0.02
27.600,0.28,0.08,0.29,27.600,0.27,-0.03,0.53,27.600,0.32,-0.05,-0.39,27.600,0.30,0.12,-0.02,27.600,0.27,-0.02,0.52,27.600,0.32,-0.03,-0.44,27.600,0.32,0.06,-0.46,27.600,0.31,0.11,-0.21,27.600,0.29,-0.11,0.17,27.600,0.28,0.08,0.40,27.600,0.29,0.07,0.22,27.600,0.29,-0.10,0.17,27.600,0.31,0.09,-0.20,27.600,0.31,0.11,-0.22,27.600,0.31,-0.09,-0.26,27.600,0.32,-0.02,-0.46,27.600,0.30,0.12,0.01,27.600,0.31,-0.07,-0.31,27.600,0.28,0.10,0.30,27.600,0.30,0.12,-0.08
27.640,0.29,0.09,0.22,27.640,0.27,0.00,0.53,27.640,0.31,-0.06,-0.35,27.640,0.30,0.12,-0.12,27.640,0.27,0.00,0.52,27.640,0.32,-0.04,-0.42,27.640,0.32,0.04,-0.50,27.640,0.31,0.10,-0.28,27.640,0.28,-0.10,0.25,27.640,0.28,0.09,0.32,27.640,0.29,0.08,0.16,27.640,0.28,-0.09,0.26,27.640,0.31,0.08,-0.27,27.640,0.31,0.10,-0.30,27.640,0.31,-0.10,-0.19,27.640,0.32,-0.04,-0.44,27.640,0.30,0.12,-0.08,27.640,0.31,-0.08,-0.25,27.640,0.29,0.11,0.22,27.640,0.31,0.11,-0.18
27.680,0.29,0.10,0.14,27.680,0.27,0.02,0.53,27.680,0.31,-0.08,-0.29,27.680,0.31,0.11,-0.22,27.680,0.27,0.02,0.51,27.680,0.32,-0.06,-0.37,27.680,0.32,0.02,-0.53,27.680,0.32,0.08,-0.36,27.680,0.28,-0.09,0.32,27.680,0.28,0.11,0.25,27.680,0.29,0.09,0.08,27.680,0.28,-0.08,0.33,27.680,0.31,0.07,-0.34,27.680,0.32,0.09,-0.37,27.680,0.30,-0.10,-0.11,27.680,0.32,-0.05,-0.40,27.680,0.31,0.12,-0.19,27.680,0.31,-0.09,-0.19,27.680,0.29,0.11,0.13,27.680,0.31,0.10,-0.27
27.720,0.29,0.10,0.06,27.720,0.27,0.04,0.51,27.720,0.31,-0.09,-0.22,27.720,0.31,0.10,-0.30,27.720,0.27,0.05,0.49,27.720,0.31,-0.07,-0.31,27.720,0.32,0.00,-0.54,27.720,0.32,0.07,-0.42,27.720,0.28,-0.07,0.39,27.720,0.29,0.11,0.16,27.720,0.30,0.09,0.00,27.720,0.28,-0.06,0.38,27.720,0.32,0.06,-0.39,27.720,0.32,0.07,-0.44,27.720,0.30,-0.11,-0.02,27.720,0.31,-0.07,-0.35,27.720,0.31,0.11,-0.28,27.720,0.30,-0.09,-0.12,27.720,0.29,0.12,0.04,27.720,0.31,0.09,-0.34
27.760,0.30,0.10,-0.02,27.760,0.27,0.06,0.47,27.760,0.30,-0.09,-0.15,27.760,0.32,0.09,-0.37,27.760,0.27,0.06,0.44,27.760,0.31,-0.09,-0.24,27.760,0.32,-0.03,-0.52,27.760,0.32,0.05,-0.47,27.760,0.27,-0.06,0.44,27.760,0.29,0.12,0.06,27.760,0.30,0.09,-0.07,27.760,0.28,-0.05,0.42,27.760,0.32,0.04,-0.42,27.760,0.32,0.05,-0.49,27.760,0.29,-0.11,0.07,27.760,0.31,-0.08,-0.29,27.760,0.31,0.09,-0.36,27.760,0.30,-0.10,-0.04,27.760,0.30,0.12,-0.05,27.760,0.32,0.08,-0.40
27.800,0.30,0.10,-0.10,27.800,0.28,0.08,0.41,27.800,0.30,-0.10,-0.07,27.800,0.32,0.07,-0.43,27.800,0.28,0.08,0.37,27.800,0.31,-0.09,-0.18,27.800,0.32,-0.05,-0.49,27.800,0.32,0.03,-0.50,27.800,0.27,-0.04,0.48,27.800,0.30,0.12,-0.04,27.800,0.30,0.08,-0.13,27.800,0.27,-0.03,0.44,27.800,0.32,0.02,-0.44,27.800,0.32,0.03,-0.52,27.800,0.29,-0.10,0.16,27.800,0.31,-0.09,-0.21,27.800,0.32,0.08,-0.42,27.800,0.30,-0.10,0.03,27.800,0.30,0.11,-0.14,27.800,0.32,0.06,-0.45
27.840,0.31,0.09,-0.17,27.840,0.28,0.09,0.33,27.840,0.30,-0.10,0.00,27.840,0.32,0.05,-0.47,27.840,0.28,0.09,0.29,27.840,0.30,-0.10,-0.11,27.840,0.32,-0.07,-0.44,27.840,0.32,0.01,-0.51,27.840,0.27,-0.02,0.50,27.840,0.30,0.11,-0.13,27.840,0.31,0.08,-0.19,27.840,0.27,-0.01,0.46,27.840,0.32,0.00,-0.46,27.840,0.32,0.01,-0.53,27.840,0.29,-0.09,0.23,27.840,0.30,-0.10,-0.14,27.840,0.32,0.06,-0.46,27.840,0.29,-0.09,0.11,27.840,0.31,0.11,-0.22,27.840,0.32,0.04,-0.49
27.880,0.31,0.08,-0.24,27.880,0.28,0.10,0.26,27.880,0.29,-0.10,0.08,27.880,0.32,0.03,-0.51,27.880,0.29,0.10,0.22,27.880,0.30,-0.10,-0.03,27.880,0.32,-0.08,-0.38,27.880,0.32,-0.01,-0.51,27.880,0.27,0.00,0.50,27.880,0.31,0.11,-0.22,27.880,0.31,0.07,-0.24,27.880,0.27,0.01,0.47,27.880,0.32,-0.01,-0.45,27.880,0.32,-0.01,-0.53,27.880,0.28,-0.08,0.29,27.880,0.30,-0.10,-0.06,27.880,0.32,0.04,-0.51,27.880,0.29,-0.09,0.18,27.880,0.31,0.10,-0.31,27.880,0.32,0.02,-0.52
27.920,0.31,0.07,-0.30,27.920,0.29,0.11,0.18,27.920,0.29,-0.09,0.16,27.920,0.32,0.01,-0.54,27.920,0.29,0.11,0.15,27.920,0.29,-0.10,0.05,27.920,0.31,-0.10,-0.31,27.920,0.32,-0.03,-0.49,27.920,0.27,0.02,0.49,27.920,0.31,0.10,-0.30,27.920,0.31,0.06,-0.29,27.920,0.27,0.03,0.46,27.920,0.32,-0.03,-0.44,27.920,0.32,-0.03,-0.51,27.920,0.28,-0.07,0.36,27.920,0.30,-0.10,0.03,27.920,0.32,0.02,-0.54,27.920,0.28,-0.08,0.25,27.920,0.32,0.08,-0.38,27.920,0.32,0.00,-0.53
27.960,0.32,0.06,-0.36,27.960,0.29,0.12,0.09,27.960,0.29,-0.08,0.23,27.960,0.32,-0.01,-0.54,27.960,0.29,0.12,0.05,27.960,0.29,-0.10,0.14,27.960,0.31,-0.11,-0.23,27.960,0.32,-0.05,-0.46,27.960,0.27,0.04,0.46,27.960,0.32,0.08,-0.36,27.960,0.31,0.04,-0.34,27.960,0.28,0.04,0.42,27.960,0.32,-0.05,-0.41,27.960,0.32,-0.05,-0.47,27.960,0.28,-0.05,0.41,27.960,0.29,-0.10,0.10,27.960,0.32,0.00,-0.55,27.960,0.28,-0.07,0.31,27.960,0.32,0.06,-0.43,27.960,0.32,-0.02,-0.51
28.000,0.32,0.04,-0.41,28.000,0.30,0.12,0.00,28.000,0.28,-0.07,0.29,28.000,0.32,-0.03,-0.52,28.000,0.30,0.12,-0.05,28.000,0.29,-0.09,0.22,28.000,0.30,-0.11,-0.14,28.000,0.32,-0.07,-0.41,28.000,0.28,0.06,0.41,28.000,0.32,0.07,-0.42,28.000,0.32,0.03,-0.38,28.000,0.28,0.06,0.38,28.000,0.32,-0.06,-0.36,28.000,0.32,-0.07,-0.42,28.000,0.27,-0.04,0.45,28.000,0.29,-0.10,0.18,28.000,0.32,-0.03,-0.53,28.000,0.28,-0.05,0.35,28.000,0.32,0.05,-0.48,28.000,0.32,-0.04,-0.48
